Wall time,Step,Value
1655085229.353645,0,0.10419999808073044
1655085230.8611748,1,0.13259999454021454
1655085232.30932,2,0.2361000031232834
1655085233.7394526,3,0.3700000047683716
1655085235.1730819,4,0.6079000234603882
1655085236.6190739,5,0.7340999841690063
1655085238.082503,6,0.794700026512146
1655085239.5559175,7,0.8205999732017517
1655085241.0502334,8,0.8529999852180481
1655085242.4822953,9,0.8551999926567078
1655085243.9162843,10,0.8884999752044678
1655085245.3458264,11,0.882099986076355
1655085246.7733552,12,0.9175000190734863
1655085248.204116,13,0.9172000288963318
1655085249.6322737,14,0.9351999759674072
1655085251.0588558,15,0.9402999877929688
1655085252.4878075,16,0.941100001335144
1655085253.970338,17,0.951200008392334
1655085255.396899,18,0.9571999907493591
1655085256.8644097,19,0.9207000136375427
1655085258.291142,20,0.9614999890327454
1655085259.7203057,21,0.9648000001907349
1655085261.149243,22,0.9653000235557556
1655085262.5779452,23,0.9702000021934509
1655085264.0074868,24,0.9700000286102295
1655085265.4361436,25,0.9692000150680542
1655085266.9608939,26,0.9761999845504761
1655085268.4349241,27,0.974399983882904
1655085269.9071548,28,0.9790999889373779
1655085271.3815336,29,0.9782999753952026
1655085272.8582618,30,0.7519999742507935
1655085274.3285074,31,0.9458000063896179
1655085275.7761574,32,0.9660999774932861
1655085277.2425277,33,0.9707000255584717
1655085278.671954,34,0.9757000207901001
1655085280.1008668,35,0.9775000214576721
1655085281.533462,36,0.9782999753952026
1655085282.9621792,37,0.9814000129699707
1655085284.3945582,38,0.9811000227928162
1655085285.8301415,39,0.9818999767303467
1655085287.259513,40,0.9846000075340271
1655085288.690698,41,0.9843000173568726
1655085290.1582525,42,0.9860000014305115
1655085291.6253421,43,0.9842000007629395
1655085293.0582972,44,0.9866999983787537
1655085294.4991064,45,0.9861999750137329
1655085295.934998,46,0.9879000186920166
1655085297.361629,47,0.9872000217437744
1655085298.7918365,48,0.9886999726295471
1655085300.238136,49,0.9876999855041504
1655085301.7145824,50,0.9876999855041504
1655085303.1587434,51,0.991599977016449
1655085304.585795,52,0.991599977016449
1655085306.0289567,53,0.9904999732971191
1655085307.4585502,54,0.991599977016449
1655085308.9152915,55,0.9907000064849854
1655085310.3413713,56,0.9934999942779541
1655085311.7698832,57,0.7817000150680542
1655085313.213863,58,0.9549000263214111
1655085314.7249138,59,0.9814000129699707
1655085316.1536722,60,0.9847000241279602
1655085317.58005,61,0.9883000254631042
1655085319.008434,62,0.9883000254631042
1655085320.479753,63,0.9894000291824341
1655085321.978699,64,0.9908000230789185
1655085323.4051952,65,0.9919000267982483
1655085324.8445826,66,0.9936000108718872
1655085326.3146157,67,0.9919000267982483
1655085327.74684,68,0.9897000193595886
1655085329.1737912,69,0.9939000010490417
1655085330.648106,70,0.9944000244140625
1655085332.0788352,71,0.9948999881744385
1655085333.5172803,72,0.9954000115394592
1655085334.997038,73,0.9968000054359436
1655085336.4272678,74,0.9947999715805054
1655085337.8561168,75,0.9955999851226807
1655085339.2808313,76,0.9934999942779541
1655085340.738436,77,0.9966999888420105
1655085342.2041812,78,0.9958000183105469
1655085343.6589456,79,0.996399998664856
1655085345.092927,80,0.8672000169754028
