Wall time,Step,Value
1655084244.0024743,0,2.3036794662475586
1655084245.5479462,1,2.3026161193847656
1655084247.0175164,2,2.3022634983062744
1655084248.5150383,3,2.3021833896636963
1655084249.9883726,4,2.301788330078125
1655084251.4692354,5,2.3017308712005615
1655084252.9535441,6,2.3005731105804443
1655084254.4194376,7,2.2996315956115723
1655084255.939892,8,2.297760248184204
1655084257.4186785,9,2.293177366256714
1655084258.8954391,10,2.279886484146118
1655084260.3607087,11,2.1965699195861816
1655084261.8131537,12,1.9353500604629517
1655084263.265936,13,1.9034714698791504
1655084264.7720425,14,1.49296236038208
1655084266.2392704,15,0.9217323064804077
1655084267.7035637,16,0.6716369390487671
1655084269.2549906,17,0.5524240136146545
1655084270.7196004,18,0.3997338116168976
1655084272.175164,19,0.3316427171230316
1655084273.6306708,20,0.2887750566005707
1655084275.115226,21,0.2211005687713623
1655084276.571046,22,0.28377610445022583
1655084278.0289488,23,0.22227805852890015
1655084279.4768062,24,0.1675807237625122
1655084280.9303129,25,0.1336161494255066
1655084282.4260535,26,0.10876745730638504
1655084283.8774514,27,0.09708662331104279
1655084285.3401375,28,0.0911964476108551
1655084286.8232248,29,0.08818870782852173
1655084288.2803488,30,0.07971426099538803
1655084289.732851,31,0.07223310321569443
1655084291.2098105,32,0.057068418711423874
1655084292.7125828,33,0.05018040910363197
1655084294.1936057,34,0.047991663217544556
1655084295.6480813,35,0.04494385048747063
1655084297.1037378,36,0.041219718754291534
1655084298.553829,37,0.03679846227169037
1655084300.0158117,38,0.030853591859340668
1655084301.4688222,39,0.03049769625067711
1655084302.9358459,40,0.030817029997706413
1655084304.3984196,41,0.037109971046447754
1655084305.9415212,42,0.03344123438000679
1655084307.4081194,43,0.03801839426159859
1655084308.8723826,44,0.029443809762597084
1655084310.3163283,45,0.030073106288909912
1655084311.7947087,46,0.036398280411958694
1655084313.3166735,47,0.03720193728804588
1655084314.7794669,48,0.03394339606165886
1655084316.2429416,49,0.022852439433336258
1655084317.7062004,50,0.018806299194693565
1655084319.1945817,51,0.014124605804681778
1655084320.6549897,52,0.013328376226127148
1655084322.114489,53,0.009585516527295113
1655084323.576586,54,0.009961673989892006
1655084325.0216212,55,0.010273163206875324
1655084326.5216758,56,0.014411235228180885
1655084327.9866767,57,0.019863922148942947
1655084329.4346492,58,0.011313514783978462
1655084330.893234,59,0.010629149153828621
1655084332.3358889,60,0.008462592028081417
1655084333.8385444,61,0.008252576924860477
1655084335.3293772,62,0.006742578465491533
1655084336.7856965,63,0.0073619200848042965
1655084338.2628222,64,0.005576835945248604
1655084339.7328844,65,0.007051331456750631
1655084341.2406278,66,0.006543796043843031
1655084342.6988802,67,0.008657707832753658
1655084344.1604412,68,0.007673320360481739
1655084345.617823,69,0.007039608433842659
1655084347.0689511,70,0.015730010345578194
1655084348.5643342,71,0.04626905173063278
1655084350.020936,72,0.024233289062976837
1655084351.4882553,73,0.013377638533711433
1655084352.9824705,74,0.010853263549506664
1655084354.4602034,75,0.007763587404042482
1655084355.9196014,76,0.006566531490534544
1655084357.3759427,77,0.003983664326369762
1655084358.8356786,78,0.0025066821835935116
1655084360.3380377,79,0.0024863656144589186
1655084361.7874947,80,0.0021198950707912445
1655084363.249273,81,0.001868693856522441
1655084364.7117474,82,0.0017161036375910044
1655084366.1748426,83,0.0021004301961511374
1655084367.6375914,84,0.0019837869331240654
1655084369.10004,85,0.0016393335536122322
1655084370.545395,86,0.0017597213154658675
1655084372.0289104,87,0.0015135466819629073
1655084373.4911904,88,0.0011615495895966887
1655084374.9502797,89,0.0009482241584919393
1655084376.399342,90,0.0008929258328862488
1655084377.84204,91,0.00129534094594419
1655084379.3420458,92,0.0006749867461621761
1655084380.784472,93,0.0008900034590624273
1655084382.258885,94,0.0011427561985328794
1655084383.7306485,95,0.0008735473966225982
1655084385.1760073,96,0.0011563515290617943
1655084386.618538,97,0.0014344592345878482
1655084388.0880423,98,0.0011125797173008323
